id	context	predictions	aggregatedPredictions	category
131	Appearing before the National Religious Broadcasters Association, the independent Presidential candidate defended his advocacy of freedom of choice on abortion and of a statutory ban on discrimination based on ''affectional preference'' or homosexuality.	[[0.138,0.643,0.162,0.04,0.017]]	[0.138,0.643,0.162,0.04,0.017]	negative
132	The request is raising concern among some homosexual rights organizations that say the armed services might use the test to try to identify homosexuals and remove them from military service.	[[0.153,0.645,0.161,0.028,0.013]]	[0.153,0.645,0.161,0.028,0.013]	negative
133	LEAD: The Food and Drug Administration today approved the first drug specifically developed for treating Kaposi's sarcoma, a cancer that is a leading complication of AIDS, primarily in homosexual men.	[[0.157,0.582,0.217,0.028,0.016]]	[0.157,0.582,0.217,0.028,0.016]	negative
134	Then he nearly falls into the lubricious hands of a casting agent who makes homosexual advances.	[[0.041,0.286,0.659,0.01,0.004]]	[0.041,0.286,0.659,0.01,0.004]	neutral
135	The Court of appeals, new york State's highest court, ruled last week that Mayor Koch did not have the power to prohibit job discrimination against homosexuals by social service agencies and religious groups that do business with the city.	[[0.164,0.326,0.271,0.165,0.074]]	[0.164,0.326,0.271,0.165,0.074]	negative
136	First, under Section 8-105.1 of the New York City Administrative Code, the city's Commission on Human Rights, as part of its functions, would be mandated to develop ''courses of instruction for presentation . . . in public and private schools, public libraries, museums and other suitable places,'' designed, in effect, to change attitudes toward homosexuality and to establish homosexuality as a socially acceptable alternative life style.	[[0.089,0.542,0.286,0.068,0.016]]	[0.089,0.542,0.286,0.068,0.016]	negative
137	A coalition of groups opposed to discrimination against homosexuals said yesterday that it would sue the state to strike down new rules that seek to slow the spread of AIDS by closing establishments that permit ''high risk'' sexual activity.	[[0.135,0.595,0.198,0.051,0.021]]	[0.135,0.595,0.198,0.051,0.021]	negative
138	At an unusual news seminar called to allay the growing public alarm, the scientists cited an array of statistics and studies indicating that the disease did not appear to be spreading appreciably into the heterosexual population from its current concentration among male homosexuals and intravenous drug addicts.	[[0.184,0.607,0.167,0.029,0.013]]	[0.184,0.607,0.167,0.029,0.013]	negative
139	Seeking Answers on AIDS An official of the Reagan White House met with representatives of a national homosexual organization yesterday for what the latter said was the first time since the President took office.	[[0.125,0.675,0.144,0.038,0.018]]	[0.125,0.675,0.144,0.038,0.018]	negative
140	Two judges, including the first professed homosexual appointed to the California bench, have asked a Federal judge to resign because of courtroom remarks about ''these faggots from Cuba'' who are being allowed in the United States.	[[0.247,0.583,0.123,0.024,0.023]]	[0.247,0.583,0.123,0.024,0.023]	negative
141	It is illegal to have anal and oral intercourse in public, by order of the Health Department,'' a West Side homosexual bar reminds patrons - who pass the sign as they slip downstairs for sexual encounters in one of the few remaining ''back rooms'' still open.	[[0.121,0.357,0.204,0.223,0.095]]	[0.121,0.357,0.204,0.223,0.095]	negative
142	They tell of their experiences growing up at a time when many homosexuals considered homosexuality shameful, of their efforts to make peace with their deepest inclinations and their responses to changing times.	[[0.036,0.163,0.329,0.398,0.074]]	[0.036,0.163,0.329,0.398,0.074]	positive
143	June is a hectic month for brides and homosexuals.	[[0.079,0.427,0.397,0.073,0.024]]	[0.079,0.427,0.397,0.073,0.024]	negative
144	Contrary to the bill's statement that its function is not ''to promote a particular group or community,'' it would result in the Human Rights Commission's affirmative endeavors to promote the acceptability of homosexuality and bisexuality.	[[0.181,0.569,0.205,0.028,0.017]]	[0.181,0.569,0.205,0.028,0.017]	negative
145	The homosexual rights bill, its proponents say, is a simple civil rights law that would forbid discrimination based on sexual orientation in the same way bias on the basis of race, religion or sex is forbidden.	[[0.162,0.648,0.165,0.016,0.009]]	[0.162,0.648,0.165,0.016,0.009]	negative
146	Representative Gerry E. Studds, censured by the House last summer for a homosexual affair in 1973 with a Congressional page, says he has no intention of becoming an advocate of homosexual issues if re-elected this year. ''	[[0.433,0.442,0.092,0.009,0.023]]	[0.433,0.442,0.092,0.009,0.023]	negative
147	Scotland Yard's obscenity squad said today that it had been called to investigate a new play at the National Theater that features homosexual rape, male nudity and obscene language.	[[0.094,0.555,0.284,0.052,0.015]]	[0.094,0.555,0.284,0.052,0.015]	negative
148	In one, a widow is pregnant by her longtime lover and upset because she has suddenly discovered that her only son is homosexual.	[[0.012,0.061,0.183,0.695,0.048]]	[0.012,0.061,0.183,0.695,0.048]	positive
149	The groups have accused the city of using the powers to single out homosexuals.	[[0.135,0.623,0.173,0.052,0.018]]	[0.135,0.623,0.173,0.052,0.018]	negative
150	The letter states baldly that if the bill were enacted, the city's Commission on Human Rights would be required to develop courses in public and private schools ''designed, in effect, to change attitudes toward homosexuality and to establish homosexuality as a socially acceptable alternative lifestyle.''	[[0.143,0.631,0.211,0.01,0.005]]	[0.143,0.631,0.211,0.01,0.005]	negative
151	In the words of some of its entrepreneurs, a sort of ''dark cloud'' has descended on the area: fear of catching acquired immune deficiency syndrome, known as AIDS, a disease that has been associated with homosexuals.	[[0.09,0.651,0.155,0.09,0.015]]	[0.09,0.651,0.155,0.09,0.015]	negative
152	At the same time, some conservatives argue that the epidemic is being used to promote a liberal agenda that includes sex education, contraception, free needles for addicts and more rights for homosexuals.	[[0.12,0.713,0.149,0.014,0.005]]	[0.12,0.713,0.149,0.014,0.005]	negative
153	In a case watched closely by military officials, educators and advocates of homosexual rights, a Federal judge held today that rules barring homosexuals from the armed forces took precedence over conflicting local antidiscrimination laws.	[[0.128,0.608,0.192,0.059,0.013]]	[0.128,0.608,0.192,0.059,0.013]	negative
154	Eighteenth-century Covent Garden, outside the City of London, was a town of brothels, gaming dens, homosexual ''Mollies clubs'' and dissolute baths, with two theaters promoting further riot.	[[0.39,0.491,0.081,0.014,0.024]]	[0.39,0.491,0.081,0.014,0.024]	negative
155	LEAD: The public overwhelmingly expresses general sympathy for people who have AIDS, but for many Americans that sympathy does not extend to AIDS victims who are homosexuals or intravenous drug users, according to a New York Times/CBS News poll.	[[0.143,0.502,0.281,0.052,0.022]]	[0.143,0.502,0.281,0.052,0.022]	negative
156	In Europe she had been a glamorous member of the expatriate community - fashionably talented, enigmatic and homosexual.	[[0.05,0.241,0.272,0.378,0.058]]	[0.05,0.241,0.272,0.378,0.058]	positive
157	The reason for all the tentativeness was the subject - homosexuality, or as the condition is variously referred to in these pages, ''pederasty,'' ''inversion,'' ''uranism'' ''degeneracy.''	[[0.064,0.587,0.32,0.023,0.006]]	[0.064,0.587,0.32,0.023,0.006]	negative
158	I suppose homosexuals can be excused on the grounds of ongoing persecution, but a people who've had six million lessons in prejudice, and who still haven't learned anything from it, is inexcusable.	[[0.157,0.574,0.225,0.03,0.015]]	[0.157,0.574,0.225,0.03,0.015]	negative
159	North Carolina's Democratic chairman has accused Senator Jesse Helms's re-election committee of violating Federal campaign laws in an advertising campaign by seeking to tie the Republican's opponent, Gov. James H. Hunt Jr., a Democrat, to homosexual rights activists.	[[0.345,0.518,0.115,0.011,0.011]]	[0.345,0.518,0.115,0.011,0.011]	negative
160	LEAD: ARE YOU A MARRIED HOMOSEXUAL with two children?''	[[0.074,0.481,0.344,0.079,0.021]]	[0.074,0.481,0.344,0.079,0.021]	negative
161	A court-martial has been recommended for an officer accused of having had a homosexual affair with one of his crewmen, the Navy said Friday.	[[0.103,0.595,0.205,0.074,0.024]]	[0.103,0.595,0.205,0.074,0.024]	negative
162	Judge Robert H. Bork wrote for the unanimous three-judge panel that while several Supreme Court decisions had recognized a vaguely defined constitutional ''right of privacy,'' the Court ''has never defined the right so broadly as to encompass homosexual conduct.''	[[0.124,0.537,0.293,0.031,0.014]]	[0.124,0.537,0.293,0.031,0.014]	negative
163	LEAD: SINCE the early 1970's, when seven states, including New York, rejected the idea of allowing homosexual couples to marry, the issue has been all but dormant.	[[0.19,0.593,0.186,0.018,0.012]]	[0.19,0.593,0.186,0.018,0.012]	negative
164	The Florida Legislature violated the First Amendment rights of students last year when it threatened to withhold state dollars from universities that recognized or provided meeting space to groups advocating a homosexual way of life or sexual relations between unmarried persons, the Florida Supreme Court ruled today.	[[0.367,0.499,0.106,0.012,0.017]]	[0.367,0.499,0.106,0.012,0.017]	negative
165	The Board of Estimate voted last night to provide a six-month grace period before halting city financing for Roman Catholic social service agencies that refuse to comply with a city policy barring discrimination against homosexuals.	[[0.183,0.648,0.139,0.019,0.012]]	[0.183,0.648,0.139,0.019,0.012]	negative
166	Whatever their views, nearly all denounced homophobia (fear and hatred of homosexuality) and prejudice, which they said pervades the psychiatric profession as well as society at large.	[[0.21,0.571,0.182,0.024,0.013]]	[0.21,0.571,0.182,0.024,0.013]	negative
167	Amy Ashworth, a housewife from Bronxville, N.Y., was talking about the day her son Tucker first told her he was homosexual. ''	[[0.14,0.713,0.118,0.018,0.011]]	[0.14,0.713,0.118,0.018,0.011]	negative
168	The English playwright Joe Orton had written only three full-length stage plays - ''Entertaining Mr. Sloane,'' ''Loot'' and ''What the Butler Saw'' - when he was killed by his homosexual lover at the age of 34 in 1967.	[[0.062,0.583,0.316,0.033,0.006]]	[0.062,0.583,0.316,0.033,0.006]	negative
169	A man accused of kidnapping a 13-year-old New Jersey boy and taking him to a cottage in Massachusetts used by a homosexual organization was extradited to New Jersey from Vermont today.	[[0.19,0.661,0.109,0.025,0.016]]	[0.19,0.661,0.109,0.025,0.016]	negative
170	The subject reflected the changing times in this nation where urbanization and modern values are challenging traditional ways of life: homosexual rights.	[[0.007,0.013,0.125,0.691,0.163]]	[0.007,0.013,0.125,0.691,0.163]	positive
171	Mr. Williams was persuaded by Elia Kazan, the director, to suggest a final reconciliation between the husband and wife as a way of making the homosexual implications more palatable to audiences of the time.	[[0.114,0.67,0.182,0.025,0.009]]	[0.114,0.67,0.182,0.025,0.009]	negative
172	They said the purpose of the gathering was to discuss plans for a new research and educational foundation, to be called Concerned Americans for Individual Rights, to promote a better understanding of homosexual issues among Republicans.	[[0.217,0.621,0.131,0.021,0.01]]	[0.217,0.621,0.131,0.021,0.01]	negative
