id	context	predictions	aggregatedPredictions	category
2157	Sharon L. Bottoms, the lesbian mother who had expected to take her 2-year-old home after the Virginia Court of Appeals ruled in her favor, may now have to wait weeks or even years because of an appeal by her mother.	[[0.265,0.539,0.117,0.04,0.038]]	[0.265,0.539,0.117,0.04,0.038]	negative
2158	The Struggle for Gay and Lesbian Equal Rights, 1945-1990: An Oral History, by Eric Marcus.	[[0.269,0.487,0.082,0.071,0.092]]	[0.269,0.487,0.082,0.071,0.092]	negative
2159	Although some universities have been skittish about taking money to endow chairs in areas like women's studies, gay and lesbian studies or Holocaust studies, which they think may be passing fads, Harvard is creating a chair in gender studies.	[[0.081,0.542,0.332,0.037,0.008]]	[0.081,0.542,0.332,0.037,0.008]	negative
2160	This is not a war to defend democracy: Women in Kuwait cannot vote; no one in Saudi Arabia can vote, and women cannot even drive cars; a lesbian or homosexual is subject to barbarous methods of execution.	[[0.745,0.211,0.036,0.001,0.007]]	[0.745,0.211,0.036,0.001,0.007]	very negative
2161	Virginia Velez came to Stanford University seeking a safe place to live openly with her lesbian lover, but a policy expanding the rights of homosexual couples on campus leaves her feeling threatened.	[[0.161,0.626,0.185,0.018,0.01]]	[0.161,0.626,0.185,0.018,0.01]	negative
2162	Anybody interested in the specific events of that night or in the history of gay and lesbian life before and since should head directly to the main branch of the New York Public Library, where a remarkable exhibition, "Becoming Visible: The Legacy of Stonewall," is in the Gottesman Exhibition Hall	[[0.071,0.511,0.309,0.091,0.018]]	[0.071,0.511,0.309,0.091,0.018]	negative
2163	Lorry Heverly, an agent in Baton Rouge, who went into business a year ago to serve gay and lesbian clients, said she actually put together one tour herself, a trip to New Orleans at Halloween, when the French Quarter turns into a vast masquerade.	[[0.113,0.245,0.205,0.245,0.193]]	[0.113,0.245,0.205,0.245,0.193]	neutral
2164	Gay and lesbian police officers have filed suit in Federal court against the New York City Police Department, contending that the department had not treated an organization of gay law enforcement workers as an equal of other fraternal organizations.	[[0.2,0.64,0.136,0.014,0.01]]	[0.2,0.64,0.136,0.014,0.01]	negative
2165	But these would-be apostles instead chose to heap scorn on 600 million of God's children who are gay and lesbian.	[[0.119,0.618,0.251,0.008,0.004]]	[0.119,0.618,0.251,0.008,0.004]	negative
2166	The Mayor's plan was announced a few days after reports that parade organizers would not allow the Irish Lesbian and Gay Organization permission to march in the parade on March 16.	[[0.099,0.661,0.22,0.015,0.005]]	[0.099,0.661,0.22,0.015,0.005]	negative
2167	Leaders of the New York State chapter of the Ancient Order of Hibernians said that they would follow the precedent set last year by the Manhattan chapter, the parade's traditional organizers, in barring the Irish Lesbian and Gay Organization.	[[0.111,0.603,0.222,0.048,0.016]]	[0.111,0.603,0.222,0.048,0.016]	negative
2168	The decision makes Harvard the second major educational institution, after Stanford University in California, to give formal permission for gay and lesbian unions in its chapel.	[[0.217,0.665,0.11,0.004,0.004]]	[0.217,0.665,0.11,0.004,0.004]	negative
2169	To the Editor: In the debate over the entitlement of gay and lesbian domestic partners to the same benefits available to spouses, it seems to me that questions of equal rights as between gay and straight couples are obscuring the more fundamental question of what rights any couple has in the first place.	[[0.182,0.608,0.187,0.014,0.008]]	[0.182,0.608,0.187,0.014,0.008]	negative
2170	An Army reservist who declared herself a lesbian as her unit trained for deployment to the Persian Gulf has been discharged.	[[0.134,0.568,0.193,0.076,0.03]]	[0.134,0.568,0.193,0.076,0.03]	negative
2171	As it follows the weekend reunion of seven college chums, six of them lesbians, who were rowdy radical feminists together in the late 1970's, the atmosphere grows heavy with a mixture of nostalgia and the kind of regressive hysteria in which people suddenly burst out with their favorite summer-camp songs.	[[0.09,0.669,0.218,0.018,0.005]]	[0.09,0.669,0.218,0.018,0.005]	negative
2172	Both are nondenominational churches, many of whose members are homosexuals and lesbians.	[[0.201,0.463,0.08,0.163,0.094]]	[0.201,0.463,0.08,0.163,0.094]	negative
2173	Gay and lesbian leaders described the election of Mr. Clinton, an advocate of homosexual rights, as a historic moment in the history of gay politics.	[[0.225,0.643,0.112,0.01,0.01]]	[0.225,0.643,0.112,0.01,0.01]	negative
2174	The Government was overruling a decision by organizers of the five-day Harare International Book Fair to allow the small Gay and Lesbian Association to take part.	[[0.081,0.611,0.272,0.028,0.008]]	[0.081,0.611,0.272,0.028,0.008]	negative
2175	In the first of what will likely be several court challenges to the new regulations, the plaintiffs -- gay and lesbian officers as well as enlisted personnel -- asked that they be treated not according to their sexual orientation but by their abilities.	[[0.111,0.767,0.102,0.016,0.004]]	[0.111,0.767,0.102,0.016,0.004]	negative
2176	In this small city rising out of the cornfields, two new attractions have opened on Main Street in the last year or so: a nightclub and a bookstore, both of them catering to lesbians and gay men.	[[0.132,0.602,0.196,0.053,0.017]]	[0.132,0.602,0.196,0.053,0.017]	negative
2177	She spent at least four hours a day for three weeks with each family, including a foster family, an interracial family, a lesbian family and a family without children.	[[0.014,0.026,0.079,0.651,0.23]]	[0.014,0.026,0.079,0.651,0.23]	positive
2178	I will be a test case, if you will, and hopefully I won't make any mistakes that will jeopardize my position or the position of other gays and lesbians."	[[0.148,0.621,0.115,0.075,0.04]]	[0.148,0.621,0.115,0.075,0.04]	negative
2179	Under balloon arches as long as a city block and all the colors of a rainbow, thousands of gay and lesbian New Yorkers, their families, friends and allies marched down Fifth Avenue yesterday in a celebration more carefree than confrontational.	[[0.164,0.636,0.167,0.021,0.012]]	[0.164,0.636,0.167,0.021,0.012]	negative
2180	In January 1992, the people who live behind Pandora's Box, a lesbian bar on Grove Street in the West Village, began complaining about noise.	[[0.115,0.567,0.127,0.155,0.036]]	[0.115,0.567,0.127,0.155,0.036]	negative
2181	Just as more gay men and lesbians are openly acknowledging their sexual identities, so too are the growing number of plays and musicals about gay life making that known in their marketing efforts.	[[0.1,0.521,0.189,0.153,0.036]]	[0.1,0.521,0.189,0.153,0.036]	negative
2182	Barbara and Sal Deldeo of Wilmington, Del., joined the throngs of gay and lesbian people in the Stonewall 25 parade for their son, Thomas Gerald, who died in April after a 10-month battle with AIDS.	[[0.238,0.602,0.138,0.011,0.011]]	[0.238,0.602,0.138,0.011,0.011]	negative
2183	Proceeds are to benefit the cultural, health and social programs of the Lesbian and Gay Community Services in New York, which helps more than 250,000 people a year.	[[0.118,0.456,0.252,0.126,0.047]]	[0.118,0.456,0.252,0.126,0.047]	negative
2184	The Ladies Professional Golf Association tour arrives in town, and the lesbian players immediately slap blue stickers on their country club lockers.	[[0.082,0.568,0.301,0.038,0.01]]	[0.082,0.568,0.301,0.038,0.01]	negative
2185	Republicans Express Outrage The back-and-forth began when the order barring the recruiters was issued by the acting director of the division's Office of Lesbian and Gay Concerns, which ordinarily is given broad authority to remedy discrimination against homosexuals in state government.	[[0.133,0.541,0.23,0.067,0.029]]	[0.133,0.541,0.23,0.067,0.029]	negative
2186	Paradise ain't cheap,'' said Jordan Thaler, 37, a casting director and one of dozens who came to the Lesbian and Gay Community Center on West 13th Street last week looking for a Fire Island share.	[[0.322,0.504,0.149,0.013,0.012]]	[0.322,0.504,0.149,0.013,0.012]	negative
2187	The ruling, a victory for a lesbian who has been trying to join the police force here for the last five years, was issued on Monday by Judge Larry Fuller, who said the state anti-sodomy law on which the policy was based violated the right to privacy guaranteed in the Texas Constitution.	[[0.491,0.401,0.087,0.007,0.014]]	[0.491,0.401,0.087,0.007,0.014]	very negative
2188	Out of the lesbian bookstore on Ninth Street.	[[0.063,0.375,0.381,0.15,0.03]]	[0.063,0.375,0.381,0.15,0.03]	neutral
2189	Everyone at the Center will miss Irving more than words can say, and we are forever indebted to him for sharing a vision and spirit that lights our path to a brighter tomorrow for future generations of lesbian, gay, bisexual and transgender people.	[[0.337,0.56,0.092,0.004,0.007]]	[0.337,0.56,0.092,0.004,0.007]	negative
2190	Gay, lesbian and bisexual students at the University of Oklahoma have declared a major victory in a three-year battle to persuade the University of Oklahoma to enact rules protecting them from discrimination.	[[0.236,0.599,0.143,0.011,0.01]]	[0.236,0.599,0.143,0.011,0.01]	negative
2191	And there unfolded the multiple story lines of Kidd Gottahave (''an angry young lesbian teen who has yet to experience love''); Priapus Columns, the bisexual (maybe); a lapsed Roman Catholic vampire, Vonda Von Vickers (described in the program as ''evil Catholic witch'') and a host of others.	[[0.256,0.622,0.103,0.012,0.006]]	[0.256,0.622,0.103,0.012,0.006]	negative
2192	The Federal appeals court here has unanimously ruled that a Russian lesbian living in the United States can seek political asylum in this country because of efforts by the Russian Government to forcibly ''cure'' her of homosexuality.	[[0.067,0.264,0.159,0.408,0.101]]	[0.067,0.264,0.159,0.408,0.101]	positive
2193	The 25-year-old Advocate is the largest national gay and lesbian magazine.	[[0.156,0.647,0.149,0.032,0.016]]	[0.156,0.647,0.149,0.032,0.016]	negative
2194	Acting at the request of a lesbian police officer, this Westchester County town is considering extending health benefits to the domestic partners of unmarried town employees.	[[0.066,0.457,0.359,0.1,0.018]]	[0.066,0.457,0.359,0.1,0.018]	negative
2195	But the fact remains that his survey of the needs and wishes of dozens of local gay and lesbian groups, and his outreach to community leaders of all kinds formed the basis for establishing the center, which occupies space at 1 Long Wharf Drive, close to the section of waterfront that had become known for gay cruising.	[[0.093,0.621,0.263,0.017,0.006]]	[0.093,0.621,0.263,0.017,0.006]	negative
2196	British Airways, in its first consumer advertising and promotion aimed at the gay and lesbian market, has signed a multiyear deal to sponsor the Rainbow Card, a Visa affinity credit card, and the annual Rainbow Card Leadership Award presented by Do Tell Inc. in Conshohocken, Pa., which operates the Rainbow Card.	[[0.753,0.213,0.026,0.001,0.007]]	[0.753,0.213,0.026,0.001,0.007]	very negative
2197	President Clinton met with leaders of gay and lesbian groups today, the first time that such groups have been openly welcomed to the Oval Office.	[[0.258,0.572,0.119,0.027,0.024]]	[0.258,0.572,0.119,0.027,0.024]	negative
2198	The stereotypical shadows of our two Babes, Ruth and Didrikson, two big, tough, crude, jock icons, seem ed to be growing shorter these days as the David Cone case briefly flared, St. John's University did the right thing, and Mayor Dinkins inched ever closer to declaring New York the next capital of gay and lesbian athletics.	[[0.857,0.122,0.015,0.0,0.006]]	[0.857,0.122,0.015,0.0,0.006]	very negative
2199	For Robert Plunket, Pvt. Robert E. Lee Prewitt resembles today's "gay and lesbian soldiers."	[[0.068,0.632,0.225,0.064,0.011]]	[0.068,0.632,0.225,0.064,0.011]	negative
2200	They probably will already have hung up the bronze medal that Ms. Hughes won in the 1,500-meter race at the Gay Games, and the one Ms. Morrigan received for singing with the gay and lesbian chorus during their week in New York.	[[0.299,0.591,0.059,0.03,0.022]]	[0.299,0.591,0.059,0.03,0.022]	negative
