id	context	predictions	aggregatedPredictions	category
192	Elsewhere in the 16-nation alliance, most governments either have laws protecting homosexuals from discrimination, including any in the military, or follow policies that make no distinction between homosexuals and non-homosexuals, even for military duties requiring special security clearance.	[[0.206,0.617,0.148,0.017,0.012]]	[0.206,0.617,0.148,0.017,0.012]	negative
193	Southern Baptists have banished two congregations for accepting homosexuals and set in motion a precedent-setting change in bylaws to exclude other churches that ever do the same.	[[0.181,0.632,0.16,0.017,0.01]]	[0.181,0.632,0.16,0.017,0.01]	negative
194	That was four years ago, and the book was ''While England Sleeps,'' a novel about Englishmen, homosexuality and the Spanish Civil War.	[[0.044,0.312,0.504,0.122,0.018]]	[0.044,0.312,0.504,0.122,0.018]	neutral
195	The release of more than 25,000 pages of secret documents this week sheds light on a notorious Florida legislative panel that zealously sought out suspected Communists, civil rights leaders and homosexuals from the mid-1950's to 1965.	[[0.218,0.537,0.209,0.026,0.011]]	[0.218,0.537,0.209,0.026,0.011]	negative
196	Lilies,'' an extravagantly mannered revenge fantasy by the Canadian filmmaker John Greyson, raises the level of protest at religious prohibitions against homosexuality into a piercing operatic cry.	[[0.152,0.295,0.127,0.252,0.175]]	[0.152,0.295,0.127,0.252,0.175]	negative
197	She has captivated everyone from scholars writing dissertations to Chicano muralists, fashion designers, feminists, artists and homosexuals.	[[0.024,0.039,0.07,0.606,0.261]]	[0.024,0.039,0.07,0.606,0.261]	positive
198	In what gay rights advocates considered a setback, a Federal appeals court today threw out a ruling, by a panel of its own members, that had struck down the Pentagon's policy of dismissing any service members who acknowledged being homosexual.	[[0.182,0.577,0.195,0.033,0.013]]	[0.182,0.577,0.195,0.033,0.013]	negative
199	This scene from ''Fire'' is the first time an Indian film has explicitly shown homosexual relations, an event both repellent and opportune to a waning fringe Hindu movement known as Shiv Sena.	[[0.167,0.627,0.157,0.034,0.015]]	[0.167,0.627,0.157,0.034,0.015]	negative
200	The MGM-Pathe Communications Company is suing to block a New York homosexual protection patrol from using the movie company's Pink Panther trademark.	[[0.072,0.307,0.245,0.3,0.077]]	[0.072,0.307,0.245,0.3,0.077]	negative
201	Early in the acquired immune deficiency syndrome epidemic, for instance, Norman Geshwind, then head of the department of neurology at Harvard Medical School, conjectured that homosexuals contracted AIDS because of prenatal hormonal conditions that disrupted their immune systems and determined their sexual orientation.	[[0.284,0.556,0.139,0.01,0.01]]	[0.284,0.556,0.139,0.01,0.01]	negative
202	Three men have been accused of beating and stabbing two men, one fatally, while shouting anti-homosexual epithets in the French Quarter.	[[0.212,0.634,0.135,0.012,0.007]]	[0.212,0.634,0.135,0.012,0.007]	negative
203	Two New York City officials said yesterday that they had written to a restaurant chain in which the city owns stock asking it to clarify its policy on hiring homosexual men and women.	[[0.032,0.326,0.529,0.104,0.009]]	[0.032,0.326,0.529,0.104,0.009]	neutral
204	If this means affordable child care and laws protecting women and children, I certainly agree, but if it means the continuance of the belief that any heterosexual relationship is superior to any homosexual relationship, I must protest.	[[0.132,0.484,0.267,0.081,0.037]]	[0.132,0.484,0.267,0.081,0.037]	negative
205	Five justices bought the argument, upholding the law in a decision that removed any claim homosexuals had to privacy or to protection from government intrusion in their bedrooms.	[[0.12,0.589,0.183,0.079,0.03]]	[0.12,0.589,0.183,0.079,0.03]	negative
206	Moreover, today we have dozens of black, women's and homosexual groups that reflect the needs of their respective constituencies.	[[0.035,0.213,0.42,0.29,0.043]]	[0.035,0.213,0.42,0.29,0.043]	neutral
207	Instead, it asks the 5.6 million Lutherans, who will be deciding the church's position over the next two years, to consider whether the church should recommend lifelong abstinence for homosexuals, tolerate homosexuality or affirmatively bless unions between people of the same sex.	[[0.132,0.48,0.371,0.013,0.004]]	[0.132,0.48,0.371,0.013,0.004]	negative
208	As the Senate Armed Services Committee considered whether to open the military to avowed homosexuals, a group of flight instructors at the Moffett Field Naval Air Station wondered last week why nobody had asked what they thought.	[[0.231,0.545,0.194,0.018,0.013]]	[0.231,0.545,0.194,0.018,0.013]	negative
209	The party has made it clear that its opposition to homosexual rights will constitute a major front in that battle.	[[0.114,0.477,0.234,0.135,0.04]]	[0.114,0.477,0.234,0.135,0.04]	negative
210	A judge ruled in that case on Thursday that the military ban on homosexuals was unconstitutional.	[[0.113,0.631,0.21,0.035,0.011]]	[0.113,0.631,0.21,0.035,0.011]	negative
211	Paul Monette, a writer whose autobiography, "Becoming a Man: Half a Life Story," a memoir of suppressing and then celebrating his homosexuality, won the 1992 National Book Award for nonfiction, died at home on Friday.	[[0.404,0.43,0.092,0.029,0.045]]	[0.404,0.43,0.092,0.029,0.045]	negative
212	LEAD: A Vietnam War veteran suffering from emotional problems was hunted down and stabbed to death on a remote beach on Staten Island Monday night by two men because they thought he was a homosexual, the police said yesterday.	[[0.221,0.56,0.201,0.011,0.007]]	[0.221,0.56,0.201,0.011,0.007]	negative
213	Calvin Klein Inc., in its initial foray into advertising in media aimed at homosexuals, has bought a full-page advertisement in the winter issue of Out magazine, scheduled for publication on Dec. 1.	[[0.321,0.542,0.102,0.018,0.018]]	[0.321,0.542,0.102,0.018,0.018]	negative
214	A New York State appeals court has thrown out the murder convictions of two men in the 1990 killing of a homosexual from Queens who prosecutors said had been beaten and stabbed in a "gay bashing" spree.	[[0.152,0.589,0.212,0.034,0.012]]	[0.152,0.589,0.212,0.034,0.012]	negative
215	To the Editor: Re a Dec. 4 letter writer's statement that only one of four openly homosexual candidates was elected to the House of Representatives in last month's election:	[[0.153,0.636,0.188,0.014,0.009]]	[0.153,0.636,0.188,0.014,0.009]	negative
216	The "domestic partnership ceremony" for nearly 200 couples carried no legal weight because California law, like that of every other state, does not recognize marriages between homosexuals.	[[0.167,0.627,0.176,0.019,0.01]]	[0.167,0.627,0.176,0.019,0.01]	negative
217	Beginning with a speech by Patrick J. Buchanan on Monday night and continuing with remarks by other Republicans over the last two days, the party made it clear that it would make its opposition to homosexual rights a major issue in the campaign, portraying Bill Clinton and the Democrats as wanting to give preferential treatment to gay men and lesbians.	[[0.57,0.284,0.133,0.003,0.01]]	[0.57,0.284,0.133,0.003,0.01]	very negative
218	The chairman, Craig L. Berkman, has proposed joining supporters of Ross Perot to form a new group that would shake the anti-abortion and anti-homosexual forces that dominate the ranks of Republicans here and in many other states.	[[0.311,0.519,0.117,0.026,0.027]]	[0.311,0.519,0.117,0.026,0.027]	negative
219	In the first legal test of the Pentagon's new policy on homosexuals, lawyers for six gay service members argued today in Federal District Court that the rules discriminate against gay men and lesbians to accommodate the fears and prejudices of heterosexual troops.	[[0.117,0.693,0.167,0.017,0.005]]	[0.117,0.693,0.167,0.017,0.005]	negative
220	In a session at the meeting that focused on same-sex marriage, Evan Wolfson, a lawyer with the Lambda Legal Defense and Education Fund, said he expected the Hawaii Supreme Court to decide soon whether homosexuals should be allowed the right to civil marriage there.	[[0.322,0.542,0.118,0.01,0.009]]	[0.322,0.542,0.118,0.01,0.009]	negative
221	NOT often in Westchester has an issue arisen that has polarized religious, political, civic and other organizations more than the proposal to establish a county human rights commission, which would include homosexuals among the groups protected from discrimination.	[[0.276,0.546,0.138,0.023,0.017]]	[0.276,0.546,0.138,0.023,0.017]	negative
222	The Kentucky Supreme Court struck down the state's anti-sodomy law today, ruling that privacy rights should apply to homosexuals.	[[0.251,0.606,0.122,0.011,0.01]]	[0.251,0.606,0.122,0.011,0.01]	negative
223	The profile, ''The Shadow Life of a Gay Marine,'' published on June 28, 1998, in The New York Times Magazine, explored the difficulties of living a clandestine homosexual life within the ''don't ask, don't tell'' structure of the United States military.	[[0.338,0.555,0.089,0.007,0.012]]	[0.338,0.555,0.089,0.007,0.012]	negative
224	First prize in tomorrow night's contest for crudeness and cruelty to homosexuals must go to middle managers of a West Coast branch of Cantor Fitzgerald, a big securities trading company.	[[0.118,0.615,0.21,0.041,0.015]]	[0.118,0.615,0.21,0.041,0.015]	negative
225	After the trailblazing "Victim" in 1961, in which he played a blackmailed, married homosexual, he acquired a new artistic credibility in films like "The Servant" (1963) and "Accident (1967)," both directed by Joseph Losey from scripts by Harold Pinter.	[[0.21,0.578,0.19,0.013,0.01]]	[0.21,0.578,0.19,0.013,0.01]	negative
226	As lawmakers, lawyers and generals haggled over the details of President Clinton's policy toward homosexuals in the military, it became clear today that the Administration's plan was purposely ambiguous and differed only slightly from the current policy.	[[0.243,0.529,0.197,0.017,0.014]]	[0.243,0.529,0.197,0.017,0.014]	negative
227	But in the first 24 hours after President Clinton eased restrictions on homosexuals in the military, anger, resentment and truculence surged forth in the clubs, bars and stores just outside Mayport Naval Station.	[[0.185,0.662,0.138,0.009,0.006]]	[0.185,0.662,0.138,0.009,0.006]	negative
228	The officer, Sgt. Mitchell Grobeson, said before starting his shift at the West Los Angeles Division that as part of the settlement the department would recruit homosexual officers.	[[0.164,0.48,0.169,0.12,0.068]]	[0.164,0.48,0.169,0.12,0.068]	negative
229	This time, however, he struck down the three-year-old policy in its entirety, including its ban on homosexual activity, becoming the first judge to do so.	[[0.151,0.606,0.224,0.014,0.005]]	[0.151,0.606,0.224,0.014,0.005]	negative
230	Some said they had been raped; others said they had been forced to have homosexual relations, engage in sex for favors or have abortions.	[[0.107,0.574,0.281,0.029,0.009]]	[0.107,0.574,0.281,0.029,0.009]	negative
231	The President offered support for the approach of "don't ask, don't tell" -- the label given to a range of plans that would allow homosexuals to serve but leave limits on how open they could be about their sexuality.	[[0.205,0.638,0.138,0.01,0.009]]	[0.205,0.638,0.138,0.01,0.009]	negative
232	A jury today convicted a television talk show guest of second-degree murder in the death of another guest who had declared a homosexual attraction to him.	[[0.042,0.366,0.504,0.077,0.011]]	[0.042,0.366,0.504,0.077,0.011]	neutral
233	But a day after Federal law-enforcement officials warned that a killer who preyed on homosexuals was on the loose, and is the only suspect in the fatal shooting here of the fashion designer Gianni Versace, many gay men in this city said their sense of loss was far deeper than any new sense of fear.	[[0.358,0.529,0.069,0.026,0.019]]	[0.358,0.529,0.069,0.026,0.019]	negative
234	The 1993 policy allows homosexuals to serve if they keep their sexual orientation to themselves and do not engage in homosexual acts.	[[0.029,0.121,0.26,0.502,0.087]]	[0.029,0.121,0.26,0.502,0.087]	positive
